part_number,description,category,criticality,unit_cost_usd,current_stock,safety_stock,reorder_point,lead_time_days,lead_time_volatility,aog_cost_per_day,supplier_id,last_updated,stock_coverage_days,risk_flag,on_time_delivery_pct,risk_exposure,region,country,country_code,inventory_risk_score,supplier_multiplier,composite_risk_score,risk_level,estimated_outage_days,financial_exposure_usd
PN-ELE-02979,Electrical Component - Series C,Electrical,High,4134,22,13,16,56.0,Medium,220745,SUP-0034,2025-12-03,50.76923076923077,Healthy,72.9,Medium,North America,Canada,CAN,35,1.1,38.5,Medium,56.0,0.0
PN-CAB-02980,Cabin Systems Component - Series A,Cabin Systems,Medium,3546,44,25,32,81.0,High,60784,SUP-0022,2025-12-01,52.8,Healthy,64.1,Medium,North America,Canada,CAN,40,1.1,44.0,Medium,81.0,0.0
PN-HYD-02981,Hydraulics Component - Series X,Hydraulics,High,10367,36,24,31,83.0,High,91301,SUP-0010,2026-01-22,45.0,Healthy,79.1,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,83.0,0.0
PN-ELE-02982,Electrical Component - Series B,Electrical,High,3185,32,27,35,10.0,Low,92361,SUP-0061,2026-01-03,35.55555555555556,Warning,70.6,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,10.0,0.0
PN-LAN-02983,Landing Gear Component - Series B,Landing Gear,Critical,20942,56,30,39,58.0,Medium,161316,SUP-0007,2026-01-12,56.0,Healthy,96.8,Medium,Asia-Pacific,Vietnam,VNM,45,1.1,49.50000000000001,Medium,58.0,0.0
PN-LAN-02984,Landing Gear Component - Series A,Landing Gear,Critical,26815,62,37,48,80.0,High,230560,SUP-0119,2025-12-28,50.27027027027027,Healthy,60.0,Medium,Europe,Germany,DEU,60,1.1,66.0,High,80.0,18444800.0
PN-CAB-02985,Cabin Systems Component - Series B,Cabin Systems,Medium,2179,49,25,32,31.0,Medium,133243,SUP-0148,2025-12-20,58.8,Healthy,95.7,Low,Europe,Italy,ITA,25,1.0,25.0,Low,31.0,0.0
PN-CAB-02986,Cabin Systems Component - Series B,Cabin Systems,Medium,3833,34,25,32,59.0,Medium,56361,SUP-0082,2025-12-31,40.8,Healthy,83.4,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,59.0,0.0
PN-CAB-02987,Cabin Systems Component - Series A,Cabin Systems,Medium,3921,19,14,18,20.0,Low,114089,SUP-0137,2025-12-05,40.714285714285715,Healthy,81.3,Medium,North America,USA,USA,15,1.1,16.5,Low,20.0,0.0
PN-ELE-02988,Electrical Component - Series B,Electrical,High,4435,24,19,24,64.0,High,172753,SUP-0061,2025-12-12,37.89473684210527,Healthy,70.6,Medium,North America,Canada,CAN,50,1.1,55.00000000000001,Medium,64.0,0.0
PN-ENG-02989,Engine Component - Series C,Engine,Critical,44052,53,30,39,34.0,Medium,335456,SUP-0100,2025-12-13,53.0,Healthy,68.2,High,Asia-Pacific,Singapore,SGP,45,1.3,58.5,Medium,34.0,0.0
PN-ELE-02990,Electrical Component - Series A,Electrical,High,6278,17,14,18,46.0,Medium,189124,SUP-0008,2026-01-20,36.42857142857143,Warning,87.2,Low,Europe,Italy,ITA,60,1.0,60.0,Medium,46.0,0.0
PN-ENG-02991,Engine Component - Series B,Engine,Critical,69926,16,27,35,55.0,Medium,320326,SUP-0088,2025-12-12,17.77777777777778,Critical,73.5,High,Middle East,UAE,ARE,80,1.3,100.0,High,55.0,17617930.0
PN-HYD-02992,Hydraulics Component - Series X,Hydraulics,High,10534,38,21,27,30.0,Low,141974,SUP-0118,2026-01-09,54.28571428571429,Healthy,72.6,Medium,Europe,France,FRA,25,1.1,27.500000000000004,Low,30.0,0.0
PN-LAN-02993,Landing Gear Component - Series C,Landing Gear,Critical,30494,29,39,50,10.0,Low,304258,SUP-0048,2026-01-15,22.307692307692307,Warning,84.2,Low,Europe,Italy,ITA,60,1.0,60.0,Medium,10.0,0.0
PN-AVI-02994,Avionics Component - Series C,Avionics,High,13818,60,32,41,50.0,Medium,118675,SUP-0101,2025-11-23,56.25,Healthy,60.0,High,Asia-Pacific,Japan,JPN,35,1.3,45.5,Medium,50.0,0.0
PN-STR-02995,Structural Component - Series A,Structural,Medium,11934,14,20,26,9.0,Low,118095,SUP-0088,2025-12-16,21.0,Warning,73.5,High,Middle East,UAE,ARE,40,1.3,52.0,Medium,9.0,0.0
PN-AVI-02996,Avionics Component - Series C,Avionics,High,16267,32,24,31,11.0,Low,297124,SUP-0048,2026-01-02,40.0,Healthy,84.2,Low,Europe,Italy,ITA,25,1.0,25.0,Low,11.0,0.0
PN-STR-02997,Structural Component - Series X,Structural,Medium,15250,30,20,26,28.0,Low,178802,SUP-0046,2025-12-08,45.0,Healthy,72.0,Medium,Europe,UK,GBR,15,1.1,16.5,Low,28.0,0.0
PN-LAN-02998,Landing Gear Component - Series X,Landing Gear,Critical,22969,53,31,40,15.0,Low,140885,SUP-0057,2026-01-22,51.29032258064515,Healthy,92.5,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,15.0,0.0
PN-AVI-02999,Avionics Component - Series C,Avionics,High,16635,21,22,28,42.0,Medium,251473,SUP-0027,2025-11-23,28.636363636363637,Warning,82.4,High,Middle East,Qatar,QAT,60,1.3,78.0,High,42.0,10561866.0
PN-STR-03000,Structural Component - Series X,Structural,Medium,9078,11,20,26,11.0,Low,108889,SUP-0095,2025-12-11,16.5,Critical,94.8,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,11.0,0.0
PN-ENG-03001,Engine Component - Series C,Engine,Critical,61257,70,36,46,16.0,Low,144851,SUP-0099,2026-01-05,58.333333333333336,Healthy,86.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,16.0,0.0
PN-HYD-03002,Hydraulics Component - Series X,Hydraulics,High,6055,47,27,35,,Unknown,237223,SUP-0074,2025-11-28,52.22222222222222,Healthy,63.5,High,Middle East,Israel,ISR,40,1.3,52.0,Medium,30.0,0.0
PN-AVI-03003,Avionics Component - Series A,Avionics,High,16606,35,26,33,,Unknown,117790,SUP-0132,2026-01-07,40.38461538461538,Healthy,67.9,Medium,Europe,UK,GBR,40,1.1,44.0,Medium,30.0,0.0
PN-ENG-03004,Engine Component - Series X,Engine,Critical,44188,24,27,35,31.0,Medium,341601,SUP-0124,2025-11-16,26.666666666666664,Warning,84.2,Low,Europe,Italy,ITA,70,1.0,70.0,High,31.0,10589631.0
PN-ENG-03005,Engine Component - Series C,Engine,Critical,62283,55,34,44,28.0,Low,160574,SUP-0149,2025-11-25,48.52941176470589,Healthy,69.2,Medium,Europe,UK,GBR,35,1.1,38.5,Medium,28.0,0.0
PN-HYD-03006,Hydraulics Component - Series C,Hydraulics,High,9063,37,28,36,28.0,Low,178157,SUP-0054,2025-12-15,39.64285714285714,Healthy,83.3,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,28.0,0.0
PN-HYD-03007,Hydraulics Component - Series A,Hydraulics,High,6955,48,26,33,40.0,Medium,185670,SUP-0084,2025-12-06,55.38461538461538,Healthy,95.2,Low,North America,Mexico,MEX,35,1.0,35.0,Medium,40.0,0.0
PN-AVI-03008,Avionics Component - Series C,Avionics,High,16294,35,21,27,43.0,Medium,219150,SUP-0055,2025-12-18,50.0,Healthy,69.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,43.0,0.0
PN-LAN-03009,Landing Gear Component - Series A,Landing Gear,Critical,31944,14,19,24,68.0,High,311686,SUP-0061,2025-12-19,22.105263157894736,Warning,70.6,Medium,North America,Canada,CAN,85,1.1,93.50000000000001,High,68.0,21194648.0
PN-LAN-03010,Landing Gear Component - Series C,Landing Gear,Critical,23325,49,25,32,87.0,High,288254,SUP-0039,2026-01-23,58.8,Healthy,60.0,High,Asia-Pacific,Japan,JPN,60,1.3,78.0,High,87.0,25078098.0
PN-STR-03011,Structural Component - Series A,Structural,Medium,16559,51,31,40,13.0,Low,145474,SUP-0010,2025-12-10,49.354838709677416,Healthy,79.1,Medium,North America,USA,USA,15,1.1,16.5,Low,13.0,0.0
PN-AVI-03012,Avionics Component - Series A,Avionics,High,17446,33,22,28,66.0,High,260938,SUP-0135,2025-12-25,45.0,Healthy,77.4,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,66.0,0.0
PN-CAB-03013,Cabin Systems Component - Series B,Cabin Systems,Medium,3070,39,28,36,59.0,Medium,58048,SUP-0123,2025-10-26,41.785714285714285,Healthy,83.8,Low,Europe,UK,GBR,25,1.0,25.0,Low,59.0,0.0
PN-HYD-03014,Hydraulics Component - Series C,Hydraulics,High,6580,17,20,26,58.0,Medium,117123,SUP-0103,2025-11-15,25.5,Warning,74.1,Medium,North America,Mexico,MEX,60,1.1,66.0,High,58.0,6793134.0
PN-AVI-03015,Avionics Component - Series X,Avionics,High,15110,48,25,32,56.0,Medium,134222,SUP-0107,2025-11-02,57.599999999999994,Healthy,73.1,High,Asia-Pacific,Singapore,SGP,35,1.3,45.5,Medium,56.0,0.0
PN-HYD-03016,Hydraulics Component - Series X,Hydraulics,High,10067,42,24,31,76.0,High,141193,SUP-0116,2026-01-02,52.5,Healthy,81.5,High,Middle East,UAE,ARE,50,1.3,65.0,High,76.0,10730668.0
PN-LAN-03017,Landing Gear Component - Series B,Landing Gear,Critical,17976,18,36,46,45.0,Medium,254794,SUP-0127,2026-01-24,15.0,Critical,74.7,Medium,Europe,France,FRA,80,1.1,88.0,High,45.0,11465730.0
PN-HYD-03018,Hydraulics Component - Series C,Hydraulics,High,7527,44,26,33,49.0,Medium,118005,SUP-0139,2026-01-14,50.76923076923077,Healthy,70.1,High,Middle East,Israel,ISR,35,1.3,45.5,Medium,49.0,0.0
PN-HYD-03019,Hydraulics Component - Series C,Hydraulics,High,9025,40,24,31,30.0,Low,200249,SUP-0082,2026-01-12,50.0,Healthy,83.4,High,Middle East,UAE,ARE,25,1.3,32.5,Medium,30.0,0.0
PN-HYD-03020,Hydraulics Component - Series A,Hydraulics,High,8039,17,14,18,47.0,Medium,159210,SUP-0022,2026-01-22,36.42857142857143,Warning,64.1,Medium,North America,Canada,CAN,60,1.1,66.0,High,47.0,7482870.0
PN-LAN-03021,Landing Gear Component - Series A,Landing Gear,Critical,19863,-1,24,31,18.0,Low,212052,SUP-0011,2025-10-31,-1.25,Critical,70.2,Medium,Europe,UK,GBR,75,1.1,82.5,High,18.0,3816936.0
PN-AVI-03022,Avionics Component - Series B,Avionics,High,13684,51,28,36,33.0,Medium,121231,SUP-0060,2025-11-04,54.64285714285714,Healthy,81.2,Medium,Asia-Pacific,Vietnam,VNM,35,1.1,38.5,Medium,33.0,0.0
PN-AVI-03023,Avionics Component - Series A,Avionics,High,20472,24,24,31,22.0,Low,289347,SUP-0084,2025-12-05,30.0,Warning,95.2,Low,North America,Mexico,MEX,50,1.0,50.0,Medium,22.0,0.0
PN-ENG-03024,Engine Component - Series X,Engine,Critical,41238,48,36,46,45.0,Medium,296186,SUP-0009,2025-12-31,40.0,Healthy,87.9,Low,Europe,France,FRA,45,1.0,45.0,Medium,45.0,0.0
PN-AVI-03025,Avionics Component - Series B,Avionics,High,13012,56,31,40,85.0,High,154974,SUP-0026,2025-12-01,54.19354838709677,Healthy,81.5,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,85.0,0.0
PN-HYD-03026,Hydraulics Component - Series X,Hydraulics,High,9738,35,24,31,56.0,Medium,142036,SUP-0099,2026-01-09,43.75,Healthy,86.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,56.0,0.0
PN-CAB-03027,Cabin Systems Component - Series X,Cabin Systems,Medium,4018,27,27,35,28.0,Low,88112,SUP-0057,2025-12-19,30.0,Warning,92.5,Low,North America,Mexico,MEX,40,1.0,40.0,Medium,28.0,0.0
PN-LAN-03028,Landing Gear Component - Series C,Landing Gear,Critical,18422,26,16,20,22.0,Low,340551,SUP-0106,2025-11-14,48.75,Healthy,83.2,Medium,North America,Mexico,MEX,35,1.1,38.5,Medium,22.0,0.0
PN-ELE-03029,Electrical Component - Series B,Electrical,High,4714,8,26,33,,Unknown,125864,SUP-0095,2025-12-01,9.23076923076923,Critical,94.8,Medium,Asia-Pacific,China,CHN,75,1.1,82.5,High,30.0,3775920.0
PN-AVI-03030,Avionics Component - Series B,Avionics,High,16548,13,26,33,26.0,Low,139207,SUP-0045,2026-01-24,15.0,Critical,74.6,High,Middle East,Israel,ISR,60,1.3,78.0,High,26.0,3619382.0
PN-CAB-03031,Cabin Systems Component - Series B,Cabin Systems,Medium,2812,20,16,20,20.0,Low,77948,SUP-0049,2025-11-03,37.5,Healthy,69.5,Medium,North America,USA,USA,15,1.1,16.5,Low,20.0,0.0
PN-AVI-03032,Avionics Component - Series A,Avionics,High,16245,21,22,28,20.0,Low,167245,SUP-0079,2026-01-13,28.636363636363637,Warning,60.0,High,Middle East,Israel,ISR,50,1.3,65.0,High,20.0,3344900.0
PN-ENG-03033,Engine Component - Series A,Engine,Critical,60769,46,27,35,38.0,Medium,197147,SUP-0134,2025-11-26,51.11111111111111,Healthy,77.2,Medium,Europe,UK,GBR,45,1.1,49.50000000000001,Medium,38.0,0.0
PN-LAN-03034,Landing Gear Component - Series X,Landing Gear,Critical,22494,40,24,31,21.0,Low,307043,SUP-0089,2025-10-29,50.0,Healthy,82.0,Medium,North America,USA,USA,35,1.1,38.5,Medium,21.0,0.0
PN-CAB-03035,Cabin Systems Component - Series A,Cabin Systems,Medium,3008,48,28,36,45.0,Medium,83902,SUP-0117,2025-11-17,51.42857142857143,Healthy,83.4,Medium,North America,USA,USA,25,1.1,27.500000000000004,Low,45.0,0.0
PN-STR-03036,Structural Component - Series X,Structural,Medium,16416,47,26,33,7.0,Low,98076,SUP-0083,2025-11-28,54.230769230769226,Healthy,80.0,High,Asia-Pacific,China,CHN,15,1.3,19.5,Low,7.0,0.0
PN-ELE-03037,Electrical Component - Series C,Electrical,High,3387,49,27,35,41.0,Medium,168038,SUP-0124,2025-11-12,54.44444444444444,Healthy,84.2,Low,Europe,Italy,ITA,35,1.0,35.0,Medium,41.0,0.0
PN-LAN-03038,Landing Gear Component - Series A,Landing Gear,Critical,31946,9,30,39,32.0,Medium,241657,SUP-0084,2025-11-13,9.0,Critical,95.2,Low,North America,Mexico,MEX,80,1.0,80.0,High,32.0,7733024.0
PN-CAB-03039,Cabin Systems Component - Series X,Cabin Systems,Medium,3181,34,36,46,40.0,Medium,141934,SUP-0098,2026-01-18,28.333333333333336,Warning,70.8,Medium,Europe,Italy,ITA,50,1.1,55.00000000000001,Medium,40.0,0.0
PN-CAB-03040,Cabin Systems Component - Series A,Cabin Systems,Medium,3380,77,42,54,30.0,Low,97934,SUP-0141,2025-11-18,55.0,Healthy,98.8,Low,Europe,UK,GBR,15,1.0,15.0,Low,30.0,0.0
PN-ELE-03041,Electrical Component - Series X,Electrical,High,5343,27,19,24,77.0,High,121517,SUP-0045,2025-11-03,42.631578947368425,Healthy,74.6,High,Middle East,Israel,ISR,50,1.3,65.0,High,77.0,9356809.0
PN-LAN-03042,Landing Gear Component - Series B,Landing Gear,Critical,22330,41,25,32,23.0,Low,163505,SUP-0145,2026-01-17,49.2,Healthy,82.8,Medium,North America,Mexico,MEX,35,1.1,38.5,Medium,23.0,0.0
PN-CAB-03043,Cabin Systems Component - Series A,Cabin Systems,Medium,2529,37,22,28,25.0,Low,131431,SUP-0084,2025-11-18,50.45454545454546,Healthy,95.2,Low,North America,Mexico,MEX,15,1.0,15.0,Low,25.0,0.0
PN-AVI-03044,Avionics Component - Series B,Avionics,High,10029,16,18,23,9.0,Low,273997,SUP-0106,2025-11-16,26.666666666666668,Warning,83.2,Medium,North America,Mexico,MEX,50,1.1,55.00000000000001,Medium,9.0,0.0
PN-ENG-03045,Engine Component - Series A,Engine,Critical,66420,27,19,24,19.0,Low,245618,SUP-0078,2025-11-25,42.631578947368425,Healthy,75.0,Medium,Europe,Germany,DEU,35,1.1,38.5,Medium,19.0,0.0
PN-CAB-03046,Cabin Systems Component - Series B,Cabin Systems,Medium,3868,36,24,31,76.0,High,107714,SUP-0084,2026-01-17,45.0,Healthy,95.2,Low,North America,Mexico,MEX,40,1.0,40.0,Medium,76.0,0.0
PN-HYD-03047,Hydraulics Component - Series B,Hydraulics,High,7265,36,25,32,35.0,Medium,158956,SUP-0082,2026-01-05,43.2,Healthy,83.4,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,35.0,0.0
PN-HYD-03048,Hydraulics Component - Series X,Hydraulics,High,8980,20,18,23,30.0,Low,115714,SUP-0127,2025-11-23,33.333333333333336,Warning,74.7,Medium,Europe,France,FRA,50,1.1,55.00000000000001,Medium,30.0,0.0
PN-AVI-03049,Avionics Component - Series A,Avionics,High,20018,38,21,27,40.0,Medium,284013,SUP-0147,2025-12-07,54.28571428571429,Healthy,61.2,Medium,Europe,France,FRA,35,1.1,38.5,Medium,40.0,0.0
PN-HYD-03050,Hydraulics Component - Series X,Hydraulics,High,4897,24,24,31,78.0,High,233135,SUP-0030,2025-11-18,30.0,Warning,94.4,Medium,Asia-Pacific,Thailand,THA,75,1.1,82.5,High,78.0,18184530.0
PN-LAN-03051,Landing Gear Component - Series X,Landing Gear,Critical,17638,9,18,23,29.0,Low,347614,SUP-0001,2025-11-18,15.0,Critical,80.9,High,Middle East,Saudi Arabia,SAU,70,1.3,91.0,High,29.0,10080806.0
PN-CAB-03052,Cabin Systems Component - Series A,Cabin Systems,Medium,2214,30,16,20,72.0,High,111636,SUP-0085,2025-11-26,56.25,Healthy,80.4,Medium,Asia-Pacific,Taiwan,TWN,40,1.1,44.0,Medium,72.0,0.0
PN-ELE-03053,Electrical Component - Series X,Electrical,High,4486,43,33,42,17.0,Low,178482,SUP-0029,2025-11-22,39.090909090909086,Healthy,73.7,Medium,Europe,Spain,ESP,25,1.1,27.500000000000004,Low,17.0,0.0
PN-LAN-03054,Landing Gear Component - Series B,Landing Gear,Critical,27601,48,34,44,74.0,High,296223,SUP-0149,2026-01-05,42.35294117647059,Healthy,69.2,Medium,Europe,UK,GBR,60,1.1,66.0,High,74.0,21920502.0
PN-CAB-03055,Cabin Systems Component - Series A,Cabin Systems,Medium,1910,18,37,48,34.0,Medium,79746,SUP-0035,2025-12-11,14.594594594594597,Critical,83.1,Medium,Asia-Pacific,Thailand,THA,60,1.1,66.0,High,34.0,2711364.0
PN-LAN-03056,Landing Gear Component - Series A,Landing Gear,Critical,33712,49,33,42,16.0,Low,186182,SUP-0141,2025-11-19,44.54545454545454,Healthy,98.8,Low,Europe,UK,GBR,35,1.0,35.0,Medium,16.0,0.0
PN-AVI-03057,Avionics Component - Series X,Avionics,High,14871,31,22,28,,Unknown,154615,SUP-0120,2025-12-31,42.27272727272727,Healthy,73.2,Medium,Europe,France,FRA,40,1.1,44.0,Medium,30.0,0.0
PN-CAB-03058,Cabin Systems Component - Series C,Cabin Systems,Medium,4033,49,26,33,58.0,Medium,97073,SUP-0054,2026-01-22,56.53846153846153,Healthy,83.3,Medium,North America,Mexico,MEX,25,1.1,27.500000000000004,Low,58.0,0.0
PN-ELE-03059,Electrical Component - Series C,Electrical,High,6725,19,21,27,22.0,Low,99795,SUP-0048,2025-11-25,27.142857142857142,Warning,84.2,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,22.0,0.0
PN-ELE-03060,Electrical Component - Series A,Electrical,High,4054,35,28,36,81.0,High,124527,SUP-0052,2025-10-28,37.5,Warning,91.1,Medium,Asia-Pacific,Thailand,THA,75,1.1,82.5,High,81.0,10086687.0
PN-HYD-03061,Hydraulics Component - Series X,Hydraulics,High,10360,44,26,33,36.0,Medium,181688,SUP-0021,2026-01-07,50.76923076923077,Healthy,88.8,High,Middle East,Saudi Arabia,SAU,35,1.3,45.5,Medium,36.0,0.0
PN-STR-03062,Structural Component - Series X,Structural,Medium,12749,43,28,36,51.0,Medium,126315,SUP-0018,2025-12-09,46.07142857142857,Healthy,90.5,Medium,Asia-Pacific,China,CHN,25,1.1,27.500000000000004,Low,51.0,0.0
PN-STR-03063,Structural Component - Series A,Structural,Medium,11803,43,24,31,12.0,Low,171715,SUP-0006,2025-11-14,53.75,Healthy,65.3,High,Middle East,Israel,ISR,15,1.3,19.5,Low,12.0,0.0
PN-ELE-03064,Electrical Component - Series C,Electrical,High,4156,19,12,15,23.0,Low,145096,SUP-0007,2025-11-06,47.5,Healthy,96.8,Medium,Asia-Pacific,Vietnam,VNM,25,1.1,27.500000000000004,Low,23.0,0.0
PN-HYD-03065,Hydraulics Component - Series B,Hydraulics,High,8163,42,22,28,26.0,Low,107610,SUP-0015,2026-01-12,57.27272727272727,Healthy,71.9,High,Middle East,Qatar,QAT,25,1.3,32.5,Medium,26.0,0.0
PN-STR-03066,Structural Component - Series X,Structural,Medium,8795,-1,22,28,53.0,Medium,86386,SUP-0121,2025-11-05,-1.3636363636363638,Critical,81.0,Medium,North America,Canada,CAN,65,1.1,71.5,High,53.0,4578458.0
PN-AVI-03067,Avionics Component - Series A,Avionics,High,12318,34,19,24,16.0,Low,285449,SUP-0038,2025-12-15,53.684210526315795,Healthy,75.3,Medium,Europe,Italy,ITA,25,1.1,27.500000000000004,Low,16.0,0.0
PN-ENG-03068,Engine Component - Series A,Engine,Critical,64463,56,34,44,52.0,Medium,141442,SUP-0054,2025-11-15,49.411764705882355,Healthy,83.3,Medium,North America,Mexico,MEX,45,1.1,49.50000000000001,Medium,52.0,0.0
PN-ENG-03069,Engine Component - Series X,Engine,Critical,33682,75,43,55,62.0,High,251799,SUP-0105,2025-12-24,52.325581395348834,Healthy,64.4,Medium,North America,USA,USA,60,1.1,66.0,High,62.0,15611538.0
PN-STR-03070,Structural Component - Series A,Structural,Medium,12838,19,12,15,50.0,Medium,85639,SUP-0030,2025-11-09,47.5,Healthy,94.4,Medium,Asia-Pacific,Thailand,THA,25,1.1,27.500000000000004,Low,50.0,0.0
PN-LAN-03071,Landing Gear Component - Series B,Landing Gear,Critical,33799,30,31,40,88.0,High,257683,SUP-0011,2025-11-10,29.032258064516125,Warning,70.2,Medium,Europe,UK,GBR,85,1.1,93.50000000000001,High,88.0,22676104.0
PN-CAB-03072,Cabin Systems Component - Series C,Cabin Systems,Medium,2407,25,25,32,52.0,Medium,100351,SUP-0136,2025-12-21,30.0,Warning,81.3,Low,Europe,Italy,ITA,50,1.0,50.0,Medium,52.0,0.0
PN-AVI-03073,Avionics Component - Series B,Avionics,High,18759,50,27,35,41.0,Medium,203953,SUP-0010,2025-12-02,55.55555555555556,Healthy,79.1,Medium,North America,USA,USA,35,1.1,38.5,Medium,41.0,0.0
PN-CAB-03074,Cabin Systems Component - Series B,Cabin Systems,Medium,2076,40,21,27,17.0,Low,68331,SUP-0138,2025-10-27,57.142857142857146,Healthy,72.6,Medium,North America,USA,USA,15,1.1,16.5,Low,17.0,0.0
PN-ELE-03075,Electrical Component - Series C,Electrical,High,4416,50,27,35,30.0,Low,139393,SUP-0134,2025-11-08,55.55555555555556,Healthy,77.2,Medium,Europe,UK,GBR,25,1.1,27.500000000000004,Low,30.0,0.0
PN-AVI-03076,Avionics Component - Series A,Avionics,High,9423,29,21,27,65.0,High,295263,SUP-0024,2025-12-01,41.42857142857143,Healthy,94.7,Medium,Asia-Pacific,China,CHN,50,1.1,55.00000000000001,Medium,65.0,0.0
PN-ENG-03077,Engine Component - Series B,Engine,Critical,54892,42,33,42,27.0,Low,136268,SUP-0087,2025-10-27,38.18181818181818,Healthy,60.0,High,Middle East,UAE,ARE,35,1.3,45.5,Medium,27.0,0.0
PN-CAB-03078,Cabin Systems Component - Series B,Cabin Systems,Medium,2929,20,22,28,88.0,High,142208,SUP-0074,2025-12-13,27.272727272727273,Warning,63.5,High,Middle East,Israel,ISR,65,1.3,84.5,High,88.0,12514304.0
PN-AVI-03079,Avionics Component - Series B,Avionics,High,16381,29,18,23,,Unknown,206669,SUP-0094,2025-12-09,48.333333333333336,Healthy,60.0,Medium,North America,USA,USA,40,1.1,44.0,Medium,30.0,0.0
PN-ELE-03080,Electrical Component - Series A,Electrical,High,4078,54,30,39,44.0,Medium,148507,SUP-0055,2026-01-19,54.0,Healthy,69.4,Medium,North America,USA,USA,35,1.1,38.5,Medium,44.0,0.0
PN-CAB-03081,Cabin Systems Component - Series X,Cabin Systems,Medium,2479,33,22,28,84.0,High,107257,SUP-0005,2025-11-07,45.0,Healthy,86.8,High,Middle East,UAE,ARE,40,1.3,52.0,Medium,84.0,0.0
PN-AVI-03082,Avionics Component - Series C,Avionics,High,12384,40,21,27,73.0,High,255846,SUP-0049,2025-12-19,57.142857142857146,Healthy,69.5,Medium,North America,USA,USA,50,1.1,55.00000000000001,Medium,73.0,0.0
PN-HYD-03083,Hydraulics Component - Series X,Hydraulics,High,8638,35,27,35,57.0,Medium,168790,SUP-0079,2025-11-11,38.888888888888886,Healthy,60.0,High,Middle East,Israel,ISR,35,1.3,45.5,Medium,57.0,0.0
PN-AVI-03084,Avionics Component - Series A,Avionics,High,10129,22,18,23,81.0,High,278235,SUP-0040,2025-10-29,36.66666666666667,Warning,69.2,High,Asia-Pacific,Japan,JPN,75,1.3,97.5,High,81.0,22537035.0
PN-AVI-03085,Avionics Component - Series X,Avionics,High,10749,24,25,32,69.0,High,180752,SUP-0032,2025-12-11,28.799999999999997,Warning,99.0,Low,North America,Mexico,MEX,75,1.0,75.0,High,69.0,12471888.0
PN-CAB-03086,Cabin Systems Component - Series X,Cabin Systems,Medium,2899,22,26,33,89.0,High,93603,SUP-0072,2025-11-02,25.384615384615383,Warning,69.2,High,Asia-Pacific,Singapore,SGP,65,1.3,84.5,High,89.0,8330667.0
